indicator,dim1,dim2
NR_sexornt,0.16320455821752888,0.6804911654079919
NR_premarsx,0.3961755660780779,-0.2418983586863567
NR_xmarsex,-0.26102405116081745,-0.24024642872214153
NR_homosex,-0.2983560731347894,-0.19834637799949367
